production_id,product_id,facility_id,quantity_produced,defect_rate_pct,defective_units,batch_number
PRD_000026,PROD_065,FAC_08,407,0.02620685090710274,11,BATCH_526601
PRD_000027,PROD_117,FAC_11,466,0.02006647154457203,9,BATCH_528903
PRD_000028,PROD_082,FAC_21,409,0.03072348627550404,13,BATCH_411951
PRD_000029,PROD_006,FAC_18,386,0.02692096929044476,10,BATCH_862530
PRD_000030,PROD_066,FAC_10,410,0.02190708074473833,9,BATCH_911696
PRD_000031,PROD_067,FAC_08,333,0.02117372445192975,7,BATCH_884625
PRD_000032,PROD_072,FAC_06,467,0.032788462147965686,15,BATCH_916798
PRD_000033,PROD_095,FAC_03,354,0.02897301737643843,10,BATCH_956651
PRD_000034,PROD_048,FAC_20,472,0.017092544231072662,8,BATCH_788662
PRD_000035,PROD_070,FAC_12,447,0.02386485811498678,11,BATCH_751243
PRD_000036,PROD_078,FAC_17,451,0.010890797453505885,5,BATCH_675339
PRD_000037,PROD_067,FAC_03,376,0.03299771732106474,12,BATCH_442029
PRD_000038,PROD_065,FAC_20,321,0.025857537631127605,8,BATCH_566016
PRD_000039,PROD_063,FAC_18,385,0.03380081800738961,13,BATCH_969551
PRD_000040,PROD_046,FAC_12,408,0.01375886548994942,6,BATCH_382415
PRD_000041,PROD_147,FAC_22,430,0.014455345323431429,6,BATCH_309925
PRD_000042,PROD_073,FAC_24,406,0.029963290627088916,12,BATCH_179638
PRD_000043,PROD_071,FAC_16,468,0.012854950366083813,6,BATCH_378831
PRD_000044,PROD_110,FAC_22,408,0.015729390447980683,6,BATCH_468304
PRD_000045,PROD_063,FAC_10,410,0.0315290615714012,13,BATCH_320988
PRD_000046,PROD_041,FAC_19,371,0.020532574727545994,8,BATCH_806206
PRD_000047,PROD_007,FAC_09,437,0.014011587604320624,6,BATCH_816420
PRD_000048,PROD_137,FAC_14,462,0.01727985980254827,8,BATCH_972258
PRD_000049,PROD_004,FAC_20,434,0.026357351872428644,11,BATCH_985413
PRD_000050,PROD_089,FAC_14,350,0.009759921801073875,3,BATCH_419732
PRD_000051,PROD_134,FAC_22,381,0.033864804435881184,13,BATCH_720443
PRD_000052,PROD_082,FAC_04,353,0.019787603919062646,7,BATCH_776382
PRD_000053,PROD_021,FAC_15,355,0.02794764879765613,10,BATCH_741721
PRD_000054,PROD_143,FAC_20,440,0.026058989630469674,11,BATCH_828757
PRD_000055,PROD_128,FAC_02,423,0.025422157839562715,11,BATCH_871088
PRD_000056,PROD_105,FAC_18,363,0.01760146504242697,6,BATCH_279989
PRD_000057,PROD_104,FAC_02,396,0.006270412896584053,2,BATCH_606862
PRD_000058,PROD_068,FAC_18,337,0.027243409193516158,9,BATCH_224144
PRD_000059,PROD_110,FAC_08,364,0.03361331639744128,12,BATCH_394699
PRD_000060,PROD_066,FAC_10,427,0.020150852250865093,9,BATCH_364366
PRD_000061,PROD_027,FAC_20,345,0.03361495396672195,12,BATCH_983156
PRD_000062,PROD_060,FAC_04,431,0.021047020843016368,9,BATCH_499877
PRD_000063,PROD_118,FAC_10,420,0.010021082664133648,4,BATCH_908969
PRD_000064,PROD_044,FAC_10,394,0.012183957735024226,5,BATCH_305369
PRD_000065,PROD_036,FAC_03,415,0.030941542121525747,13,BATCH_495815
PRD_000066,PROD_019,FAC_21,343,0.02364586452075315,8,BATCH_588086
PRD_000067,PROD_091,FAC_04,436,0.017431793906689738,8,BATCH_554470
PRD_000068,PROD_045,FAC_23,424,0.028981596691028698,12,BATCH_275831
PRD_000069,PROD_149,FAC_10,358,0.024251272066861534,9,BATCH_256302
PRD_000070,PROD_098,FAC_07,430,0.031168556273824352,13,BATCH_800374
PRD_000071,PROD_019,FAC_22,478,0.03412828896219105,16,BATCH_853540
PRD_000072,PROD_041,FAC_23,402,0.02453711729730273,10,BATCH_128968
PRD_000073,PROD_026,FAC_12,340,0.034121663552328145,12,BATCH_370227
PRD_000074,PROD_028,FAC_07,342,0.01911155750930181,7,BATCH_600351
PRD_000075,PROD_064,FAC_13,373,0.030199565458357284,11,BATCH_769491
PRD_000076,PROD_068,FAC_08,462,0.032193345251805554,15,BATCH_157097
PRD_000077,PROD_080,FAC_13,449,0.0063551565537951615,3,BATCH_543768
PRD_000078,PROD_051,FAC_01,395,0.03095275267993356,12,BATCH_886774
PRD_000079,PROD_102,FAC_16,389,0.017260674985485495,7,BATCH_728976
PRD_000080,PROD_010,FAC_19,384,0.01694686940223349,7,BATCH_296250
PRD_000081,PROD_100,FAC_19,369,0.02844828265028477,10,BATCH_354514
PRD_000082,PROD_122,FAC_21,436,0.012390001133371513,5,BATCH_765450
PRD_000083,PROD_147,FAC_13,406,0.005945890157385562,2,BATCH_800525
PRD_000084,PROD_064,FAC_07,320,0.01313468237984252,4,BATCH_150747
PRD_000085,PROD_124,FAC_15,340,0.024453211960028944,8,BATCH_514715
PRD_000086,PROD_019,FAC_06,376,0.03360286775110836,13,BATCH_233500
PRD_000087,PROD_076,FAC_04,466,0.01687165969324789,8,BATCH_653845
PRD_000088,PROD_062,FAC_22,348,0.028926247640564513,10,BATCH_899237
PRD_000089,PROD_141,FAC_23,353,0.011016104261026938,4,BATCH_723215
PRD_000090,PROD_025,FAC_20,400,0.03055735238964,12,BATCH_834412
PRD_000091,PROD_089,FAC_11,373,0.02796300147004372,10,BATCH_316207
PRD_000092,PROD_092,FAC_24,351,0.01844432228511273,6,BATCH_800944
PRD_000093,PROD_042,FAC_21,451,0.03184598064629496,14,BATCH_426392
PRD_000094,PROD_117,FAC_19,349,0.006136044201819114,2,BATCH_418318
PRD_000095,PROD_039,FAC_02,414,0.02857700289109174,12,BATCH_761982
PRD_000096,PROD_133,FAC_17,465,0.006056074933869353,3,BATCH_167593
PRD_000097,PROD_081,FAC_15,388,0.03094988414479006,12,BATCH_312126
PRD_000098,PROD_146,FAC_20,348,0.010303368035882936,4,BATCH_340186
PRD_000099,PROD_107,FAC_18,459,0.006148464435032243,3,BATCH_265798
PRD_000100,PROD_111,FAC_12,334,0.01426358682974084,5,BATCH_147237
PRD_000101,PROD_021,FAC_03,398,0.010362148638973927,4,BATCH_482317
PRD_000102,PROD_050,FAC_17,372,0.024554783890755643,9,BATCH_984563
PRD_000103,PROD_121,FAC_14,461,0.01917086971463145,9,BATCH_597662
PRD_000104,PROD_134,FAC_06,422,0.008892279836299217,4,BATCH_436744
PRD_000105,PROD_050,FAC_04,465,0.03248412054139427,15,BATCH_198964
PRD_000106,PROD_115,FAC_21,405,0.016033830391295006,6,BATCH_497199
PRD_000107,PROD_001,FAC_08,374,0.013485239350787312,5,BATCH_889656
PRD_000108,PROD_030,FAC_20,458,0.025941649615433906,12,BATCH_305222
PRD_000109,PROD_107,FAC_22,386,0.016805019550035487,6,BATCH_864451
PRD_000110,PROD_048,FAC_03,372,0.009365129485690127,3,BATCH_228618
PRD_000111,PROD_087,FAC_08,472,0.022471284256731304,11,BATCH_928577
PRD_000112,PROD_129,FAC_13,461,0.005910851541932407,3,BATCH_479207
PRD_000113,PROD_019,FAC_19,366,0.023815276115418595,9,BATCH_456280
PRD_000114,PROD_046,FAC_15,414,0.031026625799445186,13,BATCH_593616
PRD_000115,PROD_130,FAC_23,408,0.012860510749996713,5,BATCH_127990
PRD_000116,PROD_056,FAC_07,459,0.030569599582957692,14,BATCH_333035
PRD_000117,PROD_145,FAC_03,326,0.012351188669123835,4,BATCH_246003
PRD_000118,PROD_092,FAC_19,461,0.011073834572581088,5,BATCH_254272
PRD_000119,PROD_082,FAC_10,476,0.02646154181025384,13,BATCH_733505
PRD_000120,PROD_079,FAC_16,461,0.006965275202344287,3,BATCH_879001
PRD_000121,PROD_150,FAC_14,461,0.006219049509534445,3,BATCH_496063
PRD_000122,PROD_105,FAC_08,406,0.018679504714148677,8,BATCH_816009
PRD_000123,PROD_027,FAC_11,455,0.006022796309594245,3,BATCH_150614
PRD_000124,PROD_055,FAC_19,396,0.01990036671862582,8,BATCH_150460
PRD_000125,PROD_060,FAC_02,419,0.02448284194707765,10,BATCH_235066
PRD_000126,PROD_109,FAC_05,427,0.011846328715291985,5,BATCH_262661
PRD_000127,PROD_120,FAC_11,384,0.03196619230792989,12,BATCH_213612
PRD_000128,PROD_085,FAC_07,356,0.011008358711899835,4,BATCH_629021
PRD_000129,PROD_086,FAC_08,335,0.012124885972486042,4,BATCH_473488
PRD_000130,PROD_117,FAC_17,467,0.03239181918537737,15,BATCH_979942
PRD_000131,PROD_108,FAC_12,431,0.025626255988918146,11,BATCH_385148
PRD_000132,PROD_075,FAC_18,351,0.02085908930564378,7,BATCH_805383
PRD_000133,PROD_119,FAC_07,404,0.014904616760472656,6,BATCH_335661
PRD_000134,PROD_145,FAC_09,477,0.02807239169332378,13,BATCH_891035
PRD_000135,PROD_007,FAC_19,467,0.022650168012568913,11,BATCH_402977
PRD_000136,PROD_148,FAC_14,348,0.01525782908301192,5,BATCH_345766
PRD_000137,PROD_075,FAC_24,471,0.029779189540381893,14,BATCH_537072
PRD_000138,PROD_058,FAC_19,448,0.028837520450157403,13,BATCH_994112
PRD_000139,PROD_016,FAC_20,346,0.033225742987252595,11,BATCH_341685
PRD_000140,PROD_027,FAC_18,340,0.0348462776024384,12,BATCH_457645
PRD_000141,PROD_051,FAC_25,464,0.005345952504422531,2,BATCH_946773
PRD_000142,PROD_075,FAC_15,411,0.014603629145119729,6,BATCH_717600
PRD_000143,PROD_144,FAC_21,479,0.010779412367287512,5,BATCH_254567
PRD_000144,PROD_087,FAC_21,433,0.011408190398152116,5,BATCH_597658
PRD_000145,PROD_123,FAC_04,417,0.030944475335005182,13,BATCH_480444
PRD_000146,PROD_076,FAC_13,341,0.034247899664986155,12,BATCH_424432
PRD_000147,PROD_040,FAC_05,361,0.03320204142879821,12,BATCH_751098
PRD_000148,PROD_067,FAC_12,440,0.025894130706644748,11,BATCH_508711
PRD_000149,PROD_130,FAC_17,367,0.021648719476321642,8,BATCH_903700
PRD_000150,PROD_102,FAC_10,455,0.024140055985862552,11,BATCH_433957
PRD_000151,PROD_093,FAC_12,449,0.03067035949077673,14,BATCH_645202
PRD_000152,PROD_110,FAC_06,452,0.005211057789164378,2,BATCH_352139
PRD_000153,PROD_082,FAC_20,347,0.0178476619063214,6,BATCH_275069
PRD_000154,PROD_078,FAC_20,451,0.020197149799272274,9,BATCH_791662
PRD_000155,PROD_002,FAC_12,372,0.03270383652907177,12,BATCH_847816
PRD_000156,PROD_065,FAC_13,419,0.01016227975987537,4,BATCH_299693
PRD_000157,PROD_020,FAC_21,448,0.027330682825789272,12,BATCH_987578
PRD_000158,PROD_034,FAC_17,398,0.03272042065126996,13,BATCH_797538
PRD_000159,PROD_041,FAC_20,453,0.02792044018051684,13,BATCH_531210
PRD_000160,PROD_023,FAC_10,407,0.005308658728881548,2,BATCH_834146
PRD_000161,PROD_038,FAC_19,371,0.024783372100619056,9,BATCH_744775
PRD_000162,PROD_067,FAC_05,396,0.011285938763818181,4,BATCH_197344
PRD_000163,PROD_062,FAC_05,343,0.023153776122646193,8,BATCH_238768
PRD_000164,PROD_140,FAC_08,412,0.022134841304402162,9,BATCH_411930
PRD_000165,PROD_030,FAC_17,471,0.033711393128267375,16,BATCH_157726
PRD_000166,PROD_087,FAC_03,427,0.010708649715033935,5,BATCH_183386
PRD_000167,PROD_148,FAC_21,339,0.006515241403166819,2,BATCH_978475
PRD_000168,PROD_118,FAC_16,353,0.0233382974919847,8,BATCH_786229
PRD_000169,PROD_006,FAC_19,334,0.015318099654775128,5,BATCH_607241
PRD_000170,PROD_075,FAC_06,370,0.027506433925859518,10,BATCH_788168
PRD_000171,PROD_132,FAC_10,446,0.034796445650353544,16,BATCH_437159
PRD_000172,PROD_093,FAC_16,323,0.017040951109339,6,BATCH_135186
PRD_000173,PROD_010,FAC_13,372,0.009555462395635919,4,BATCH_365605
PRD_000174,PROD_051,FAC_03,461,0.021623406577618413,10,BATCH_573926
PRD_000175,PROD_093,FAC_22,443,0.015385297125221166,7,BATCH_871889
PRD_000176,PROD_038,FAC_08,369,0.028840405729475355,11,BATCH_685466
PRD_000177,PROD_129,FAC_20,382,0.021030246440268487,8,BATCH_927743
PRD_000178,PROD_136,FAC_08,369,0.03224556316647204,12,BATCH_243343
PRD_000179,PROD_102,FAC_07,412,0.030145150518271005,12,BATCH_380698
PRD_000180,PROD_081,FAC_11,393,0.032423502705630464,13,BATCH_932904
PRD_000181,PROD_083,FAC_20,405,0.013971630803084799,6,BATCH_239817
PRD_000182,PROD_143,FAC_03,416,0.03208291707936554,13,BATCH_110028
PRD_000183,PROD_031,FAC_21,419,0.03099289143187289,13,BATCH_444614
PRD_000184,PROD_021,FAC_21,417,0.02381029952934765,10,BATCH_898785
PRD_000185,PROD_131,FAC_07,474,0.03231317913920046,15,BATCH_330463
PRD_000186,PROD_126,FAC_11,349,0.006627112663217036,2,BATCH_153201
PRD_000187,PROD_035,FAC_17,479,0.028568887484633324,14,BATCH_416604
PRD_000188,PROD_144,FAC_25,341,0.009365343236454882,3,BATCH_668485
PRD_000189,PROD_045,FAC_18,388,0.015227204700052774,6,BATCH_545761
PRD_000190,PROD_059,FAC_25,468,0.026887515852200262,13,BATCH_555630
PRD_000191,PROD_012,FAC_09,375,0.011290517825017556,4,BATCH_508970
PRD_000192,PROD_140,FAC_13,403,0.011936142531645072,5,BATCH_907170
PRD_000193,PROD_033,FAC_15,478,0.011361412541427298,5,BATCH_135464
PRD_000194,PROD_021,FAC_19,420,0.018687152730347007,8,BATCH_935180
PRD_000195,PROD_060,FAC_15,414,0.007429550668284664,3,BATCH_149706
PRD_000196,PROD_052,FAC_07,465,0.03159565815922207,15,BATCH_418934
PRD_000197,PROD_123,FAC_03,348,0.026891739667404355,9,BATCH_280670
PRD_000198,PROD_106,FAC_24,443,0.020405305501724376,9,BATCH_938252
PRD_000199,PROD_100,FAC_08,370,0.0075263007998828905,3,BATCH_148106
PRD_000200,PROD_071,FAC_13,395,0.008729834304453963,3,BATCH_545321
PRD_000201,PROD_135,FAC_16,331,0.007954028857725205,3,BATCH_583684
PRD_000202,PROD_062,FAC_03,412,0.00544248271503849,2,BATCH_857079
PRD_000203,PROD_088,FAC_21,390,0.02501273513078598,10,BATCH_326170
PRD_000204,PROD_024,FAC_23,463,0.020304492647121704,9,BATCH_903942
PRD_000205,PROD_040,FAC_01,447,0.016461921782647788,7,BATCH_598310
PRD_000206,PROD_076,FAC_03,331,0.015426007703671429,5,BATCH_578380
PRD_000207,PROD_136,FAC_16,381,0.0188415978792155,7,BATCH_370125
PRD_000208,PROD_009,FAC_01,425,0.01924882469795644,8,BATCH_346587
PRD_000209,PROD_003,FAC_18,379,0.009172315488858673,3,BATCH_577596
PRD_000210,PROD_021,FAC_14,400,0.020946042104079392,8,BATCH_281311
PRD_000211,PROD_095,FAC_07,347,0.006440824285782635,2,BATCH_884072
PRD_000212,PROD_016,FAC_23,383,0.03315939171655134,13,BATCH_652694
PRD_000213,PROD_107,FAC_03,414,0.02642654223242637,11,BATCH_367113
PRD_000214,PROD_093,FAC_22,391,0.005283752855330439,2,BATCH_130893
PRD_000215,PROD_133,FAC_16,429,0.013664949534347146,6,BATCH_618017
PRD_000216,PROD_139,FAC_06,345,0.03448164746813965,12,BATCH_640162
PRD_000217,PROD_079,FAC_18,429,0.006453704619553408,3,BATCH_507016
PRD_000218,PROD_070,FAC_25,431,0.009401762359448342,4,BATCH_202491
PRD_000219,PROD_048,FAC_13,478,0.01931344430636592,9,BATCH_556915
PRD_000220,PROD_015,FAC_24,445,0.015603480342122184,7,BATCH_881481
PRD_000221,PROD_034,FAC_02,390,0.03455693563788076,13,BATCH_484835
PRD_000222,PROD_060,FAC_12,432,0.02118775857074085,9,BATCH_542813
PRD_000223,PROD_002,FAC_04,324,0.03323588545939931,11,BATCH_594585
PRD_000224,PROD_080,FAC_09,460,0.01630462030669457,8,BATCH_517821
PRD_000225,PROD_019,FAC_20,465,0.013162749037098832,6,BATCH_440254
PRD_000226,PROD_049,FAC_23,401,0.01365261357112801,5,BATCH_102581
PRD_000227,PROD_078,FAC_05,438,0.024097962460834947,11,BATCH_940776
PRD_000228,PROD_028,FAC_10,369,0.023120420589815355,9,BATCH_376638
PRD_000229,PROD_048,FAC_06,447,0.021608034563205314,10,BATCH_986927
PRD_000230,PROD_096,FAC_01,403,0.010672108513736652,4,BATCH_491970
PRD_000231,PROD_109,FAC_20,432,0.012903376236351252,6,BATCH_530997
PRD_000232,PROD_073,FAC_05,432,0.013673499837091888,6,BATCH_739725
PRD_000233,PROD_100,FAC_06,434,0.03098703658212806,13,BATCH_628501
PRD_000234,PROD_029,FAC_22,423,0.02952000113543509,12,BATCH_634195
PRD_000235,PROD_058,FAC_21,352,0.011150799503480004,4,BATCH_668286
PRD_000236,PROD_048,FAC_19,388,0.00939277770736158,4,BATCH_143739
PRD_000237,PROD_023,FAC_11,415,0.00806420252382356,3,BATCH_747036
PRD_000238,PROD_027,FAC_15,477,0.007029139187007247,3,BATCH_772240
PRD_000239,PROD_007,FAC_02,415,0.03453860607177544,14,BATCH_290642
PRD_000240,PROD_049,FAC_15,387,0.029338810780017665,11,BATCH_720454
PRD_000241,PROD_109,FAC_07,341,0.005507842144452947,2,BATCH_722138
PRD_000242,PROD_068,FAC_17,378,0.00519876652929889,2,BATCH_285471
PRD_000243,PROD_073,FAC_12,327,0.02569758963337289,8,BATCH_399942
PRD_000244,PROD_101,FAC_12,356,0.014338189650371983,5,BATCH_736998
PRD_000245,PROD_008,FAC_05,418,0.007968566004234508,3,BATCH_909465
PRD_000246,PROD_053,FAC_20,375,0.018920484938625526,7,BATCH_201080
PRD_000247,PROD_142,FAC_07,405,0.00556513810478846,2,BATCH_793241
PRD_000248,PROD_135,FAC_02,384,0.017746413767440777,7,BATCH_347215
PRD_000249,PROD_137,FAC_13,422,0.012127335283465513,5,BATCH_454368
PRD_000250,PROD_003,FAC_24,431,0.01294630161137281,6,BATCH_578257
PRD_000251,PROD_078,FAC_09,416,0.013586930908963131,6,BATCH_653389
PRD_000252,PROD_145,FAC_15,387,0.014231098189763751,6,BATCH_870338
PRD_000253,PROD_086,FAC_15,456,0.005601270131012386,3,BATCH_375786
PRD_000254,PROD_046,FAC_01,455,0.022106155199616718,10,BATCH_561665
PRD_000255,PROD_090,FAC_21,377,0.021436701453705843,8,BATCH_452721
PRD_000256,PROD_142,FAC_20,425,0.024524213913336586,10,BATCH_812734
PRD_000257,PROD_009,FAC_21,373,0.00979747409289565,4,BATCH_659163
PRD_000258,PROD_115,FAC_25,404,0.034844525985380764,14,BATCH_739759
PRD_000259,PROD_130,FAC_03,367,0.009074712194177943,3,BATCH_972301
PRD_000260,PROD_075,FAC_01,424,0.02934667283495839,12,BATCH_638589
PRD_000261,PROD_081,FAC_19,475,0.011610811401521499,6,BATCH_531100
PRD_000262,PROD_128,FAC_20,420,0.018171098400452564,8,BATCH_643768
PRD_000263,PROD_034,FAC_13,429,0.014726069319280367,6,BATCH_730811
PRD_000264,PROD_147,FAC_15,400,0.014231285243132462,6,BATCH_562433
PRD_000265,PROD_039,FAC_13,447,0.019595369263425668,9,BATCH_954292
PRD_000266,PROD_013,FAC_18,478,0.012188839343117541,6,BATCH_293535
PRD_000267,PROD_133,FAC_17,460,0.021405683263069353,10,BATCH_492944
PRD_000268,PROD_050,FAC_01,378,0.012520465799955888,5,BATCH_189074
PRD_000269,PROD_023,FAC_15,401,0.03418752094773775,14,BATCH_491050
PRD_000270,PROD_122,FAC_24,478,0.012182312155700344,6,BATCH_940756
PRD_000271,PROD_120,FAC_04,352,0.027938665646759092,10,BATCH_908440
PRD_000272,PROD_088,FAC_02,437,0.019091515613191296,8,BATCH_900602
PRD_000273,PROD_112,FAC_19,372,0.006137568154482146,2,BATCH_307432
PRD_000274,PROD_111,FAC_08,414,0.009581103437570251,4,BATCH_968495
PRD_000275,PROD_072,FAC_22,441,0.03285683413434271,14,BATCH_447378
PRD_000276,PROD_057,FAC_16,410,0.029608552545779425,12,BATCH_542250
PRD_000277,PROD_001,FAC_08,440,0.009324459307482751,4,BATCH_857773
PRD_000278,PROD_113,FAC_10,355,0.0065315323082134925,2,BATCH_110154
PRD_000279,PROD_062,FAC_16,442,0.009581284310485896,4,BATCH_202222
PRD_000280,PROD_047,FAC_05,353,0.02251786930599969,8,BATCH_305781
PRD_000281,PROD_078,FAC_19,440,0.024007036556718087,11,BATCH_229897
PRD_000282,PROD_106,FAC_06,380,0.016367423938193147,6,BATCH_232905
PRD_000283,PROD_126,FAC_10,322,0.013426641515572813,4,BATCH_455669
PRD_000284,PROD_005,FAC_24,325,0.011207304289138093,4,BATCH_600221
PRD_000285,PROD_031,FAC_05,467,0.018166163751471443,8,BATCH_579061
PRD_000286,PROD_037,FAC_21,323,0.005676830594954091,2,BATCH_363362
PRD_000287,PROD_079,FAC_19,420,0.005261185984608678,2,BATCH_291334
PRD_000288,PROD_143,FAC_19,372,0.02893301758716502,11,BATCH_720573
PRD_000289,PROD_052,FAC_13,422,0.020910754518001347,9,BATCH_809952
PRD_000290,PROD_139,FAC_15,390,0.02843635150008536,11,BATCH_922316
PRD_000291,PROD_043,FAC_08,353,0.008417797141509979,3,BATCH_428818
PRD_000292,PROD_040,FAC_11,325,0.02945996521661508,10,BATCH_337186
PRD_000293,PROD_063,FAC_01,447,0.03268214291821173,15,BATCH_172622
PRD_000294,PROD_130,FAC_04,465,0.02100120645647111,10,BATCH_249472
PRD_000295,PROD_087,FAC_25,346,0.008163111275364478,3,BATCH_399724
PRD_000296,PROD_073,FAC_22,358,0.008697486421175135,3,BATCH_825564
PRD_000297,PROD_104,FAC_22,370,0.010825474747063375,4,BATCH_581719
PRD_000298,PROD_016,FAC_13,338,0.010557785999334057,4,BATCH_978343
PRD_000299,PROD_059,FAC_07,415,0.03334610329481796,14,BATCH_602559
PRD_000300,PROD_047,FAC_07,407,0.029008839669024157,12,BATCH_450264
PRD_000301,PROD_116,FAC_06,408,0.014544254732131702,6,BATCH_367161
PRD_000302,PROD_109,FAC_25,343,0.029497304073701935,10,BATCH_480997
PRD_000303,PROD_009,FAC_08,472,0.028164054142826814,13,BATCH_928491
PRD_000304,PROD_065,FAC_12,395,0.015657946757945858,6,BATCH_852519
PRD_000305,PROD_059,FAC_24,413,0.005899550495600192,2,BATCH_714748
PRD_000306,PROD_102,FAC_18,349,0.005262350522920464,2,BATCH_665907
PRD_000307,PROD_136,FAC_23,373,0.014768700581840356,6,BATCH_357132
PRD_000308,PROD_123,FAC_15,434,0.006361861843613646,3,BATCH_854060
PRD_000309,PROD_146,FAC_16,397,0.008632851265772425,3,BATCH_398156
PRD_000310,PROD_091,FAC_01,439,0.01263318542121418,6,BATCH_481300
PRD_000311,PROD_096,FAC_10,344,0.010370646249222718,4,BATCH_440103
PRD_000312,PROD_058,FAC_15,444,0.00934317277299024,4,BATCH_575537
PRD_000313,PROD_032,FAC_24,324,0.012864292680439319,4,BATCH_555065
PRD_000314,PROD_048,FAC_13,321,0.027106766000392572,9,BATCH_527475
PRD_000315,PROD_045,FAC_19,430,0.018333074438888805,8,BATCH_305088
PRD_000316,PROD_100,FAC_13,399,0.02489602451320496,10,BATCH_193703
PRD_000317,PROD_100,FAC_09,422,0.0328628345754433,14,BATCH_580879
PRD_000318,PROD_046,FAC_21,443,0.0050406362451295705,2,BATCH_909931
PRD_000319,PROD_144,FAC_16,443,0.03353749320233554,15,BATCH_301793
PRD_000320,PROD_126,FAC_23,336,0.013374192580441889,4,BATCH_945967
PRD_000321,PROD_046,FAC_14,350,0.01362523530447906,5,BATCH_732318
PRD_000322,PROD_121,FAC_23,448,0.0238822721121879,11,BATCH_255249
PRD_000323,PROD_088,FAC_09,453,0.015825640876644474,7,BATCH_502026
PRD_000324,PROD_061,FAC_18,389,0.007413741172058142,3,BATCH_335818
PRD_000325,PROD_046,FAC_04,355,0.026343427160638276,9,BATCH_911748
PRD_000326,PROD_081,FAC_12,455,0.010495646806715032,5,BATCH_430890
PRD_000327,PROD_045,FAC_24,412,0.032881156129815015,14,BATCH_272496
PRD_000328,PROD_118,FAC_05,392,0.03463591094491874,14,BATCH_568587
PRD_000329,PROD_047,FAC_11,457,0.010436708282024788,5,BATCH_970133
PRD_000330,PROD_023,FAC_05,343,0.0276105853578297,9,BATCH_467659
PRD_000331,PROD_061,FAC_19,321,0.034754704867003286,11,BATCH_259702
PRD_000332,PROD_013,FAC_21,339,0.03365922397612508,11,BATCH_461541
PRD_000333,PROD_007,FAC_07,352,0.02194744472118805,8,BATCH_937755
PRD_000334,PROD_141,FAC_04,333,0.014360821057036184,5,BATCH_474080
PRD_000335,PROD_028,FAC_08,374,0.00534991039588558,2,BATCH_291610
PRD_000336,PROD_096,FAC_06,356,0.03194706934497672,11,BATCH_846954
PRD_000337,PROD_107,FAC_06,424,0.006067842465635829,3,BATCH_503304
PRD_000338,PROD_098,FAC_22,403,0.022292664151411373,9,BATCH_717410
PRD_000339,PROD_112,FAC_04,432,0.010584483188686824,5,BATCH_901741
PRD_000340,PROD_001,FAC_14,453,0.01225949420289319,6,BATCH_198508
PRD_000341,PROD_043,FAC_03,447,0.005700548696531443,3,BATCH_436403
PRD_000342,PROD_042,FAC_10,369,0.006107189146794532,2,BATCH_712706
PRD_000343,PROD_095,FAC_22,403,0.015506171022569456,6,BATCH_739987
PRD_000344,PROD_129,FAC_06,398,0.03132680041307576,12,BATCH_711314
PRD_000345,PROD_051,FAC_18,405,0.021974999373940478,9,BATCH_596270
PRD_000346,PROD_144,FAC_10,475,0.021149194710163785,10,BATCH_886856
PRD_000347,PROD_015,FAC_09,419,0.02360906725934987,10,BATCH_283892
PRD_000348,PROD_125,FAC_16,459,0.021060010341491867,10,BATCH_579469
